id,ANCHEYEAR,STATE,FUNDAM,MEMNUM,FARNUM,ANNNEWMEMNUM,ANNREDMEMNUM,EMPNUM,EMPNUMSIGN,BUSSTNAME,COLGRANUM,RETSOLNUM,DISPERNUM,UNENUM,COLEMPLNUM,RETEMPLNUM,DISEMPLNUM,UNEEMPLNUM,WEBSITSIGN,FORINVESTSIGN,STOCKTRANSIGN,PUBSTATE
da8691b210adb3f6334a7abb56fbae858620b23304f160b5,2016.0,2.0,3.5,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
da8691b210adb3f6334a7abb56fbae858620b23304f160b5,2017.0,2.0,5.0,,,,,3.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,,,3.0
da8691b210adb3f6334a7abb56fbae858620b23304f160b5,2018.0,2.0,6.1,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
47645761dc56bb8c9cf4307e6927e265abd90cc69d8a52f4,2018.0,2.0,,,,,,7.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
755db3b5c5f74eb46a9abdca3e43a99d07c4aacee3d2cb0d,2017.0,2.0,2.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
755db3b5c5f74eb46a9abdca3e43a99d07c4aacee3d2cb0d,2018.0,2.0,2.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
59b38c56de38368337c02379fdffc96b88f8609224b95bbd,2015.0,2.0,,,,,,11.0,2.0,开业,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,,3.0
59b38c56de38368337c02379fdffc96b88f8609224b95bbd,2017.0,2.0,,,,,,10.0,2.0,开业,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,2.0,,3.0
59b38c56de38368337c02379fdffc96b88f8609224b95bbd,2016.0,2.0,,,,,,10.0,1.0,开业,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,2.0,,2.0
59b38c56de38368337c02379fdffc96b88f8609224b95bbd,2018.0,2.0,,,,,,7.0,2.0,开业,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,,3.0
d8071a739aa75a3b4634331153e4228e5f2196ccb2568ad5,2015.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b4634331153e4228e5f2196ccb2568ad5,2016.0,2.0,,,,,,5.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0
d8071a739aa75a3b4634331153e4228e5f2196ccb2568ad5,2017.0,2.0,,,,,,5.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
d8071a739aa75a3b4634331153e4228e5f2196ccb2568ad5,2018.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
47645761dc56bb8c6fd9e2e6e6688c7daabcecb25e15a969,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
8f19388cfd6e2b9c65930586f2bb6d24dd3b5b0b0da41d69,2017.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
8f19388cfd6e2b9c65930586f2bb6d24dd3b5b0b0da41d69,2018.0,2.0,50.0,,,,,2.0,,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
9c7fa510616a68303f06aeb96201299ec81a38f1f3d49cac,2017.0,2.0,8.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
9c7fa510616a68303f06aeb96201299ec81a38f1f3d49cac,2018.0,2.0,5.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,2015.0,2.0,,,,,,12.0,2.0,开业,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,2016.0,2.0,,,,,,8.0,2.0,开业,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,2017.0,2.0,,,,,,8.0,2.0,开业,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
516ab81418ed215dd3ea1c4dc418b576171719213e905de5,2018.0,2.0,,,,,,8.0,2.0,开业,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b3dd2fc71ae50436afcaec1dd528cfa4f,2018.0,2.0,,,,,,9.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
e9f7b28ec10e04701c5cd9b2c3f4e7761b1edaea4bac3842,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb628bc9c368c9d619acaf87e1faca4ca7e,2016.0,2.0,,,,,,5.0,2.0,开业,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb628bc9c368c9d619acaf87e1faca4ca7e,2017.0,2.0,,,,,,1.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb628bc9c368c9d619acaf87e1faca4ca7e,2018.0,2.0,,,,,,1.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
e9f7b28ec10e0470eb33e7fdb616a09f92814e348af2f151,2018.0,2.0,,,,,,10.0,1.0,开业,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,,2.0
f000950527a6feb601c253523083d266a42e2cd35c6742e6,2018.0,2.0,,,,,,8.0,2.0,开业,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,3.0
59b38c56de3836836abf6434ec0cbe3c0394748fee50f6f8,2017.0,2.0,,,,,,2.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,2.0
59b38c56de3836836abf6434ec0cbe3c0394748fee50f6f8,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
d8071a739aa75a3bf89659c841a8f1ceca376edc352fd4e6,2017.0,2.0,,,,,,20.0,2.0,开业,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0
da8691b210adb3f6ade3d055248e55b4d77b0d358ac6327f,2017.0,2.0,8.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d18329f6c96b3a9705273ae3c2f8da70781ae2,2017.0,2.0,30.0,,,,,15.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb687d661f6f5020797ba8e0498187ab23c,2018.0,2.0,,,,,,7.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2015.0,2.0,5.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2016.0,2.0,2.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2017.0,2.0,2.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2018.0,2.0,2.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2015.0,2.0,,,,,,23.0,2.0,开业,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2016.0,2.0,,,,,,23.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2017.0,2.0,,,,,,23.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2018.0,2.0,,,,,,19.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0
8f19388cfd6e2b9c01f5e60cea9dec14269aa6c752524bca,2017.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
8f19388cfd6e2b9c01f5e60cea9dec14269aa6c752524bca,2018.0,2.0,5.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb62fd5b5b8e77a9dc5ba3cf4b5cbda6655,2017.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb62fd5b5b8e77a9dc5ba3cf4b5cbda6655,2018.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f1c1045b13d183297c9b8704d538fafc335088323bdd8e60,2018.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0f5d3ff041274b3ea44fb550b57fc05d85,2017.0,2.0,33.0,,,,,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0f5d3ff041274b3ea44fb550b57fc05d85,2016.0,2.0,3.0,,,,,1.0,,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0f5d3ff041274b3ea44fb550b57fc05d85,2018.0,2.0,3.0,,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
516ab81418ed215d71d82e31af1039645b48821c1b3214e7,2018.0,2.0,,,,,,2.0,1.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
beb4aaaa89e0a0aee8a394e84d59eb3b011cd41d12b4c179,2017.0,2.0,20.0,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
beb4aaaa89e0a0aee8a394e84d59eb3b011cd41d12b4c179,2018.0,2.0,20.0,,,,,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d183295739fbdbc9d1c2721ad063a85b6e38e5,2017.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d183295739fbdbc9d1c2721ad063a85b6e38e5,2018.0,2.0,8.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb693d497c8dd76e85913ebada080cae0ab,2018.0,2.0,,,,,,7.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
47645761dc56bb8c9ccfc245e9bb19b3b8bd7d1fe948b781,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
755db3b5c5f74eb4cadaf40a4081375e3871db255288dbc0,2017.0,2.0,2.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
755db3b5c5f74eb4cadaf40a4081375e3871db255288dbc0,2018.0,2.0,2.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
516ab81418ed215d5571f596afa1afb758e8c6c88998743e,2017.0,2.0,,,,,,8.0,2.0,开业,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
516ab81418ed215d5571f596afa1afb758e8c6c88998743e,2018.0,2.0,,,,,,8.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2015.0,2.0,,,,,,2.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016.0,2.0,,,,,,15.0,2.0,开业,,,,,,,,,2.0,1.0,2.0,3.0
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2017.0,2.0,,,,,,15.0,1.0,开业,,,,,,,,,2.0,1.0,2.0,2.0
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2018.0,2.0,,,,,,16.0,2.0,开业,,,,,,,,,2.0,1.0,2.0,3.0
f000950527a6feb6dc020ab89e57422dbb36b7c8f45da773,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6dc020ab89e57422dbb36b7c8f45da773,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
beb4aaaa89e0a0ae61f3daac6434838d1d8a50e67e22dba8,2017.0,2.0,10.0,,,,,4.0,,开业,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,,,2.0
beb4aaaa89e0a0ae61f3daac6434838d1d8a50e67e22dba8,2018.0,2.0,10.0,,,,,4.0,,开业,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,,,1.0
f000950527a6feb63874093b7decdf312440ee4978782119,2018.0,2.0,,,,,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
da8691b210adb3f6bc3ef45f2809e21e0c8f65df20212fb0,2018.0,2.0,2.3,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d183296fd0976b027f3c74004954fd7ff5dcc8,2018.0,2.0,10.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0fe707193637697a7eaeef42e2401bd20a,2018.0,2.0,50.0,,,,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
e9f7b28ec10e0470bc20722619570a6e28246f532be80b1d,2016.0,2.0,,,,,,8.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0
e9f7b28ec10e0470bc20722619570a6e28246f532be80b1d,2017.0,2.0,,,,,,5.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,2.0
e9f7b28ec10e0470bc20722619570a6e28246f532be80b1d,2018.0,2.0,,,,,,2.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0
755db3b5c5f74eb4e2e6070160774a438d4a2fdc8d56d846,2018.0,2.0,2.0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
59b38c56de383683551efc610267da1fdb30fcc7bdd4e21c,2016.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de383683551efc610267da1fdb30fcc7bdd4e21c,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de383683551efc610267da1fdb30fcc7bdd4e21c,2018.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
47645761dc56bb8c4e81f7444756e353194c0726503866cd,2017.0,2.0,,,,,,8.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0
47645761dc56bb8c4e81f7444756e353194c0726503866cd,2018.0,2.0,,,,,,2.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,2015.0,2.0,,,,,,22.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,2016.0,2.0,,,,,,6.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,2017.0,2.0,,,,,,6.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,2018.0,2.0,,,,,,6.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2018.0,2.0,,,,,,118.0,2.0,开业,3.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,2.0,2.0,2.0,3.0
c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2016.0,2.0,,,,,,120.0,2.0,开业,15.0,0.0,0.0,105.0,15.0,0.0,0.0,105.0,2.0,2.0,1.0,3.0
c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2015.0,2.0,,,,,,30.0,1.0,开业,3.0,0.0,0.0,27.0,3.0,0.0,0.0,27.0,2.0,2.0,2.0,1.0
c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2017.0,2.0,,,,,,118.0,1.0,开业,15.0,0.0,0.0,103.0,15.0,0.0,0.0,103.0,2.0,2.0,2.0,1.0
d8071a739aa75a3b1b82e0b15a4620bc9e5e6faf191b3713,2017.0,2.0,,,,,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
d8071a739aa75a3b1b82e0b15a4620bc9e5e6faf191b3713,2018.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
47645761dc56bb8cbeb805f35054541f192c57ca77b3acc4,2016.0,2.0,,,,,,5.0,2.0,开业,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0
47645761dc56bb8cbeb805f35054541f192c57ca77b3acc4,2017.0,2.0,,,,,,5.0,2.0,开业,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
47645761dc56bb8cbeb805f35054541f192c57ca77b3acc4,2018.0,2.0,,,,,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0
e9f7b28ec10e047061790ff5b1dcb733445066113318d9f7,2018.0,2.0,,,,,,5.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,2.0
59b38c56de38368393a52bc05868e543de7292caf5625b6b,2017.0,2.0,,,,,,10.0,2.0,开业,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de38368393a52bc05868e543de7292caf5625b6b,2018.0,2.0,,,,,,10.0,2.0,开业,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2015.0,2.0,,,,,,5.0,2.0,开业,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2016.0,2.0,,,,,,5.0,2.0,开业,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2017.0,2.0,,,,,,5.0,2.0,开业,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,,3.0
59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2018.0,2.0,,,,,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0
f000950527a6feb6e8bd9919e2ca363359bcfa997a0f9de7,2015.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,,3.0
f000950527a6feb6e8bd9919e2ca363359bcfa997a0f9de7,2016.0,2.0,,,,,,2.0,1.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,,2.0
f000950527a6feb6e8bd9919e2ca363359bcfa997a0f9de7,2017.0,2.0,,,,,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,,3.0
f000950527a6feb6e8bd9919e2ca363359bcfa997a0f9de7,2018.0,2.0,,,,,,2.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,,3.0
4a8fc4f3fb4d8a0f41d4f67dbbc091f93a00940b48217767,2017.0,2.0,33.0,,,,,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
4a8fc4f3fb4d8a0f41d4f67dbbc091f93a00940b48217767,2018.0,2.0,33.0,,,,,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f1c1045b13d18329eb454b041124ae33b7bdf34419b272dd,2018.0,2.0,10.0,,,,,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb6ae8a69fe1f8ccf37f57b4fa75c0aafaf,2018.0,2.0,,,,,,2.0,1.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0
f000950527a6feb6d9173195defecf8a36d5bb538536f492,2018.0,2.0,,,,,,8.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
4a8fc4f3fb4d8a0fd461bca3f4f01108c2210410d5d9eb7c,2017.0,2.0,10.0,,,,,10.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015.0,2.0,,,,,,6.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2016.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2017.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2018.0,2.0,,,,,,3.0,2.0,开业,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2018.0,2.0,,,,,,15.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2017.0,2.0,,,,,,3.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2016.0,2.0,,,,,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
