id,START_DATE,END_DATE,TAX_CATEGORIES,TAX_ITEMS,TAXATION_BASIS,TAX_RATE,DEDUCTION,TAX_AMOUNT
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2016/07/01,2016/07/31,教育费附加,增值税教育费附加,,,,134.4
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2016/07/01,2016/07/31,地方教育附加,增值税地方教育附加,,,,89.6
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2016/07/01,2016/07/31,城市维护建设税,市区（增值税附征）,,,,313.59
f000950527a6feb6c2f40c9d8477e73a439dfa0897830397,2016/07/01,2016/07/31,水利建设专项收入,地方水利建设基金,,,,89.6
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/06/01,2016/06/30,个人所得税,工资薪金所得,,,,295.0
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/06/01,2016/06/30,个人所得税,工资薪金所得,,,,6410.82
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/06/01,2016/06/30,个人所得税,工资薪金所得,,,,25.68
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/06/01,2016/06/30,个人所得税,滞纳金,,,,1.92
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/06/01,2016/06/30,个人所得税,滞纳金,,,,41.67
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/06/01,2016/06/30,个人所得税,滞纳金,,,,0.17
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/07/01,2016/07/31,印花税,资金账簿,,,,330.0
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,121.11
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,7129.21
d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,294.5
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,2016/07/01,2016/07/31,印花税,购销合同,,,,10.29
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,营业税附征,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,增值税随征,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,市区、县、镇 1%,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,土地增值税,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,一等,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,机关事业单位养老保险基金（全额单位）,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,代收工会经费（2％）,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,生猪,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,购销合同,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,营业额,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,生产用房,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,工资薪金所得,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,大额医疗统筹(单位),8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,餐饮、住宿、娱乐营业额随征,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,增值税附征,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,国有土地使用权出让,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,发票违章罚款,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2015/09/01,2015/09/30,印花税,娱乐业,8179.62,0.0003,-0.05,2.5
f000950527a6feb6207093f8cac7a11cc2abd1763a264757,2016/07/01,2016/07/31,印花税,购销合同,,,,5.77
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,工伤保险趸交,28600.0,0.0375,0.0,1072.5
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,应纳税所得额（随征）,28600.0,0.0375,0.0,1072.5
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,城镇居民医疗保险费利息,28600.0,0.0375,0.0,1072.5
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,生育保险利息,28600.0,0.0375,0.0,1072.5
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,失业保险利息,28600.0,0.0375,0.0,1072.5
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,医疗保险利息,28600.0,0.0375,0.0,1072.5
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,养老保险利息,28600.0,0.0375,0.0,1072.5
f000950527a6feb6f97af739bb95531db891a11df80bdb8b,2015/10/01,2015/10/31,企业所得税,其他,28600.0,0.0375,0.0,1072.5
47645761dc56bb8c2e2a2e2964dfd57f49f7015272c094e1,2016/08/01,2016/08/31,印花税,购销合同,,,,11.6
47645761dc56bb8c2e2a2e2964dfd57f49f7015272c094e1,2016/07/01,2016/07/31,印花税,购销合同,,,,1.88
f000950527a6feb673428540f1df674896022a0d6b3b6654,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,135.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,营业额,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,生产用房,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,工资薪金所得,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,增值税附征,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,发票违章罚款,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,娱乐业,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,营业税附征,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,增值税随征,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,土地增值税,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,一等,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,生猪,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,购销合同,3000.0,0.03,0.0,90.0
f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,90.0
d8071a739aa75a3b28e609d40ad17bfd8ab7396f9c93ed5d,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,21.0
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/08/01,2016/08/31,城市维护建设税,市区（增值税附征）,,,,2580.49
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/08/01,2016/08/31,地方教育附加,增值税地方教育附加,,,,737.28
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/08/01,2016/08/31,教育费附加,增值税教育费附加,,,,1105.93
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/08/01,2016/08/31,印花税,购销合同,,,,368.64
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/08/01,2016/08/31,水利建设专项收入,地方水利建设基金,,,,737.28
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/07/01,2016/07/31,印花税,购销合同,,,,145.63
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/07/01,2016/07/31,水利建设专项收入,地方水利建设基金,,,,291.26
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,34.16
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/07/01,2016/07/31,教育费附加,增值税教育费附加,,,,436.89
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/07/01,2016/07/31,地方教育附加,增值税地方教育附加,,,,291.26
d8071a739aa75a3be21c7db02e78e17e03e99dfffdbb3bfd,2016/07/01,2016/07/31,城市维护建设税,市区（增值税附征）,,,,1019.42
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,营业额,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,生产用房,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,工资薪金所得,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,大额医疗统筹(单位),22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,餐饮、住宿、娱乐营业额随征,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,增值税附征,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,国有土地使用权出让,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,发票违章罚款,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,娱乐业,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,营业税附征,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,增值税随征,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,市区、县、镇 1%,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,土地增值税,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,一等,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,机关事业单位养老保险基金（全额单位）,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,代收工会经费（2％）,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,生猪,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2015/09/01,2015/09/30,印花税,购销合同,22306.43,0.0003,-0.01,6.7
f000950527a6feb6b78e9a7d4200bf15554237ba0edc5d7a,2016/07/01,2016/07/31,印花税,购销合同,,,,7.07
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,营业税,建筑业营业收入(个),150000.0,0.03,0.0,4500.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,营业税,建筑,150000.0,0.03,0.0,4500.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,营业税,土地使用权转让（出售）,150000.0,0.03,0.0,4500.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,营业税,一类地区（占用基本农田）,150000.0,0.03,0.0,4500.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,营业税,增值税附征(县城、镇),150000.0,0.03,0.0,4500.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,城市维护建设税,各类非银行金融机构营业收入(全),4500.0,0.07,0.0,315.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,城市维护建设税,优惠税率２,4500.0,0.07,0.0,315.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,城市维护建设税,道路运输,4500.0,0.07,0.0,315.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,城市维护建设税,二类地区,4500.0,0.07,0.0,315.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),4500.0,0.07,0.0,315.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,4500.0,0.07,0.0,315.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,4500.0,0.07,0.0,315.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,其它营业收入,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,劳务报酬所得,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,增值税免抵额附征,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,房屋赠与,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,其他税务违章行为罚款,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,增值税免抵额附征,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,事业单位养老保险基金（个人）,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,四等,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,机关事业单位养老保险基金（代理）,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,建筑安装工程承包合同,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,10吨以下非机动船,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,印花税,职工用房,150000.0,0.0003,0.0,45.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,工伤保险趸交,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,应纳税所得额（随征）,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,城镇居民医疗保险费利息,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,生育保险利息,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,失业保险利息,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,医疗保险利息,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,养老保险利息,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/10/01,2015/10/31,企业所得税,其他,150000.0,0.02,0.0,3000.0
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,城市维护建设税,各类非银行金融机构营业收入(全),3232.89,0.07,0.0,226.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,城市维护建设税,优惠税率２,3232.89,0.07,0.0,226.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,城市维护建设税,道路运输,3232.89,0.07,0.0,226.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,城市维护建设税,二类地区,3232.89,0.07,0.0,226.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,城市维护建设税,营业税附征(市区),3232.89,0.07,0.0,226.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,城市维护建设税,土地增值额（超过50%-100%）,3232.89,0.07,0.0,226.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,城市维护建设税,20人以下乘人汽车,3232.89,0.07,0.0,226.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,营业税,建筑业营业收入(个),107763.0,0.03,0.0,3232.89
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,营业税,建筑,107763.0,0.03,0.0,3232.89
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,营业税,土地使用权转让（出售）,107763.0,0.03,0.0,3232.89
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,营业税,一类地区（占用基本农田）,107763.0,0.03,0.0,3232.89
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,营业税,增值税附征(县城、镇),107763.0,0.03,0.0,3232.89
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,其它营业收入,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,劳务报酬所得,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,增值税免抵额附征,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,房屋赠与,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,其他税务违章行为罚款,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,增值税免抵额附征,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,事业单位养老保险基金（个人）,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,四等,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,机关事业单位养老保险基金（代理）,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,建筑安装工程承包合同,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,10吨以下非机动船,107763.0,0.0003,0.03,32.3
f000950527a6feb6f3918fb7f535b33e31ed673bf6e72489,2015/12/01,2015/12/31,印花税,职工用房,107763.0,0.0003,0.03,32.3
