id,legal_judgment_num,brand_num,patent_num
f000950527a6feb68c5ce4f507099e3ad9de22593c74ce7c,1.0,,
d8071a739aa75a3bd4f4d4242a80a286d33e05aea18c61b5,1.0,,
f000950527a6feb60784abbf1410e00f066d448d591060f4,,1.0,
d8071a739aa75a3bc2ce6bbf6c9d5669a3f4e8fe31cea926,,,97.0
f000950527a6feb61b5af6252f456f997809f3365aaad4ed,,1.0,
f000950527a6feb6b842c68448348a40250ec2ddaee80f88,,5.0,
f000950527a6feb62ca48d5f4f498c2046e8300ec40546cb,36.0,,
f000950527a6feb6ada0c9f910f2b82ae9c4389d3ba65199,,21.0,
175ebe5f059ec0503eb86987a7b6da7c40c6e69d5b54736f,4.0,1.0,
f000950527a6feb66a405d5dd194f93d0d504520df2d942f,,1.0,
f000950527a6feb6f8462e72db37601f390ef4c6a24964e6,,3.0,
f000950527a6feb6f1af40f19dc70d6b9d390ab5311b4d72,,4.0,
f000950527a6feb610ca054eacd44d8031592389d23a1240,,,12.0
f000950527a6feb6f97603c9e0a96e046117464b599409b2,1.0,,
f000950527a6feb6107acb26b44e586ca5f50d47aeecbea2,,7.0,10.0
175ebe5f059ec050fd7ca59c6cc38b6e998034ae3cfb02bf,,17.0,
47645761dc56bb8ca07f2a26c8f66557201f40b8ee099c45,,12.0,
f000950527a6feb66b7f8c28ba8a8a309cb26d13b5c844f2,,,99.0
f000950527a6feb6c5779fff5818968b31167659c46ddc59,1.0,10.0,2.0
0ba26b418aa50d3ca37396f2819750892b17f0dce3d7493c,,6.0,
f000950527a6feb6c4741250fe295149dcaa0d57c7b36b75,,2.0,
59b38c56de383683377ad4d9990c38fe44298e64d0408f62,,2.0,
f000950527a6feb6ed89f90dafe3dd65b8886081d48b18ad,12.0,,
e9f7b28ec10e0470eaa441815291667528f1eb2984efc2c5,,,1.0
d8071a739aa75a3b61449b21986d0dcf62347ffa979310a3,,10.0,
f000950527a6feb606cb0280d73e410d7f5d8ca0963cc6c0,,1.0,27.0
f000950527a6feb6365605f051eb79ba424818d34ff0ea69,,2.0,
f000950527a6feb687ae9437a2634b0123e94c80be64adbe,29.0,1.0,
d8071a739aa75a3b868e47ac860169d35c12f2dd06c0ee1a,,3.0,
f000950527a6feb6b84424f6124072dc46f7072f4eaf7b40,1.0,,
f000950527a6feb6f3dd26c60a9518f8a6e2117702c5cae9,,,180.0
d8071a739aa75a3b9392e8986b55a5c95ce7dcd4d3c56cda,2.0,,
f000950527a6feb692260058f5dd635bf021699904971689,,,5.0
f000950527a6feb6aa990dc5bd05f6f49e123f2bc4b95d3b,3.0,,
e9f7b28ec10e0470eb00dc9aa79bbaaab9a238f8c7fa8222,,3.0,
f000950527a6feb65146f8175d797743a0c75e5a2f6f8920,24.0,,
59b38c56de383683f70e0a0f439642280d8c3f852732f268,,2.0,
47645761dc56bb8c547e989c4e10ca1cffb30978eb872a42,,1.0,
f000950527a6feb6426a3d8061391e354358d826b47e297f,5.0,1.0,127.0
d8071a739aa75a3ba5a19efc63464f23bfa222380b66d3bd,,,1.0
59b38c56de3836833dad55e2333e01449230320be6de7afd,,2.0,
f000950527a6feb68d27034939ffbfa29eb53a0156eb957a,30.0,,
d8071a739aa75a3b1cf0c4c2dd34dc48798e49636736a460,3.0,,
f000950527a6feb62337c37c033b5254239a39fbcf7f7755,,2.0,
f000950527a6feb67b96a8f25963ca851f6e5c5b564f26c6,309.0,,
f000950527a6feb655f92d1d8b1e58a781822601ede3de6b,17.0,,
59b38c56de3836831e3b1ea9468edff74c45bd5f54076731,,1.0,
e9f7b28ec10e04701f6bdbd8c483681adddaa3dca44d6d6b,3.0,1.0,
ed38190adf12fcebc935deb2cb69b0f63e7c964b04a9000b,94.0,,
f000950527a6feb6ebe5db06a6b050c82e66e9738e60a187,1.0,,
e9f7b28ec10e04700cd2abc05aefdcdb17c82720892c632e,,,4.0
d8071a739aa75a3b1d1024c04790575880b0ca53231f0a18,135.0,,
f000950527a6feb64461bfdfeb1664521bc14b5b5c58ebdd,1.0,,
a147e47c30e8c3af40846e03f1b07ff54d8991f2dcc0a9e2,3.0,24.0,23.0
f000950527a6feb62120b6effe43705647703a94299d5412,28.0,,
d8071a739aa75a3b19238b5b78dcf002f0a38fd30c34f473,,5.0,
f000950527a6feb67ec7226b556bf4a290f13b5a0f314ba2,4.0,,
47645761dc56bb8c0ee994e2cf201d523319b7160f6722f8,4.0,,
d8071a739aa75a3bc883b3dd64c3081ac45cc6ed959f5559,,2.0,1.0
f000950527a6feb63920bea8b3e325d5c6b51003bfdb2202,,1.0,32.0
d8071a739aa75a3b1e463dfe4fc836ed85ca3c080ddfe27c,,,23.0
f000950527a6feb6bebc22321acacd8fa4c13fe6f995b035,,3.0,
e9f7b28ec10e0470536190acad53070405ecaa2aa8e25ee8,,1.0,
f000950527a6feb693137908dcdae476786c1f255fb0a879,2.0,8.0,6.0
f000950527a6feb692e28ae508719b82aa7843a89dde96c1,1.0,,9.0
f000950527a6feb6d16e58ed26a28307c8637d49215b3eb7,12.0,,
f000950527a6feb6a26b99dacb70ebad5fbb75690b296f62,,1.0,4.0
f000950527a6feb6190865ff8df4d76f18db89d6b06c54b1,2.0,,79.0
f000950527a6feb675e7b7451f76a7dc232d85e6f83c85ce,13.0,1.0,
59b38c56de3836832346ecba880327a3bba641d86fa591a2,,1.0,
d8071a739aa75a3bb74108e10779b8282b9fc1753004b4ce,,,30.0
f000950527a6feb644cd521c066bd7cceca3eb5903fb6fa9,26.0,,
f000950527a6feb63e00bb9cf04ce6e4dac4748b9d47007d,,199.0,
d8071a739aa75a3b93ebab4cbfd97b40b8a51967e11da727,,1.0,
e9f7b28ec10e04703415f0a139bb057352742388d98d7d46,1.0,,
f000950527a6feb6696ba0e73c6927a31fb99b6b91315d5a,1.0,2.0,
f000950527a6feb621bb3f5a28f830488ef6e4262194a67d,1.0,10.0,
82750f1b9d12235024a2a4c39d73cd768fab03f9209d5d1c,,,65.0
d8071a739aa75a3bd73ddddd67801557987a3852ba70127c,,2.0,
d8071a739aa75a3b6da17bf69565ede3b7445a942a5437ab,,1.0,
d8071a739aa75a3b7a198fe026092cd4d98aa6023a9f2b79,56.0,,
d8071a739aa75a3b8fb6e6c7569f8db1ea4f5ffe63341b76,3.0,,
e9f7b28ec10e0470da5ed910a9e4b8c207b0a44414d4980e,1.0,,
f000950527a6feb6cfa6c938f905584178f2e458ef562733,20.0,,
d8071a739aa75a3bf6e623fb520e0554af52921375377d45,,4.0,5.0
f000950527a6feb6c0db441978864a6a0f04668a61d0bab6,,37.0,5.0
f000950527a6feb6dfd2b0a1b72c3784a6d1761a4ee6b440,20.0,,
d8071a739aa75a3bb47761a3c6a3258fcf69894c202a3248,1.0,,
82750f1b9d122350e6bba27a1eeffb5b043635b5b98e9fdf,,1.0,
f000950527a6feb67b674e4bb5d2fbd11ce9e183767f4451,,1.0,
f000950527a6feb6cb91bcaf790f4b8da12e8f4898163798,,3.0,
82750f1b9d122350b2823d14412d6719eb9be09d2a8b07c6,,,23.0
216bd2aaf4d079241d4c0266ce22d18c1e61deb81e74fac1,,2.0,6.0
f000950527a6feb60419d7127aa8b205dba3c4f8d90320a9,1.0,,
f000950527a6feb6743951782b209e5de1e5855dbd094e48,29.0,,
47e3664e12f3ce748d200a604608a92de943f004ad9bf13d,,,11.0
d8071a739aa75a3b66fdc8553eca442b95413c0c0049a9f7,,2.0,
e9f7b28ec10e0470b02d9b08bf07cc168bcc07b9c52008ef,5.0,,
f000950527a6feb696e897700df5314858b70476823c1aa7,3.0,2.0,
f000950527a6feb67f77c2f3fe7ec2358daffbc98bdcadef,,1.0,
d8071a739aa75a3b26544886dcd9d0b6e80e18fec4247219,,4.0,
82750f1b9d122350162e400313b9d08e40868e35eb70b1bb,,,34.0
d8071a739aa75a3bbc7429400cb9889ba8651576e86b2a86,,,4.0
e9f7b28ec10e04702bb2f789ef86d7e4929bff78e3701be0,2.0,1.0,
216bd2aaf4d079249ad2298b38ec8056bda7ff6dc842416d,,4.0,
f000950527a6feb656cea97b002e489baa49588e10b4bbd4,3.0,,
f000950527a6feb64c00865f4c87c539aff5b3c8b02ea3c3,10.0,,
82750f1b9d1223509caaa46cf1e3a888c8d8aebdffc81aa7,,,72.0
e9f7b28ec10e04700ead63e76e5245240f454aaf65f4499a,2.0,,
d8071a739aa75a3b806b25a4b13f1c7f52e317c2d6339ebd,,5.0,
e9f7b28ec10e0470aa92a4d0dc23508ce778acf02e71b470,4.0,2.0,
f000950527a6feb651d3893a4e1ee2384dc1abd514f068c3,,,2.0
f000950527a6feb6a282fb10f81fd6a53f6abcf819f64b2f,,13.0,
f000950527a6feb671b76745561a6b9e7e158039a78b39a3,1.0,,
d8071a739aa75a3bdde8590defd6a48238713b0214a732b6,1.0,,
d8071a739aa75a3be0ba0b33d7261276e6226d20b087375e,,1.0,
d8071a739aa75a3b31236bd41e58d0054410fe3deedfb11b,,391.0,
d8071a739aa75a3b2b4fb1b0ede70eb162c8a84a6192dfc3,,2.0,
d8071a739aa75a3b85eb89a4fca1f43b42b89110307ea323,,,141.0
f000950527a6feb61ce53a67fa45240219aa17511227ce16,6.0,4.0,
f000950527a6feb6b1b519a989210e58a470a9364dee47e8,,4.0,
f000950527a6feb67a4a5e9d28d770e3d6df64f7b02f7736,4.0,,
f000950527a6feb62dce8351c5100beefd80b5472312b002,12.0,6.0,
f000950527a6feb6027cf7da09fc5fd26f03763d2bf722d6,1.0,,
d8071a739aa75a3b8910e0326a523e634e1123df21af32f3,5.0,,
216bd2aaf4d07924382db8db02d1a5dd21c31c7da29659a7,,2.0,
d8071a739aa75a3b2be4700bb2307513a708b69637bd82e2,,,44.0
e9f7b28ec10e047075b0a6ff4f0118a004c1c370302c3fba,,,1.0
216bd2aaf4d07924c0859b54fd75d232b9f338bb1782af37,,3.0,
f000950527a6feb610ba2f7ce1f8f27af214e09c4e641cab,,1.0,
e9f7b28ec10e0470a84afe39b61c2b60f539eafbfb9ea30a,1.0,378.0,
82750f1b9d1223504ee32a317ed2cd6c39fdbcadc694b23f,,,40.0
f000950527a6feb6d5fca32d3aa5a935ce8ac891c0498234,,1.0,5.0
f000950527a6feb65bf19daea7e9996b33c77a6c7c612181,,1.0,
216bd2aaf4d079246428871dc4d813d6da0320fbaa87dd7f,,84.0,
f000950527a6feb6bbccdfe49637f347e0185e401b2ddb97,,,54.0
f000950527a6feb668cf47a27c10d7fae1af69aba7d9f220,,6.0,
82750f1b9d122350a0b2d0a7869b0786e29a8bba2a5a4da0,,,65.0
516ab81418ed215d04609620e04ab3fbd0696ac485a3fea4,,1.0,
f000950527a6feb6edc61280117e8560fb2da76ec03936dc,4.0,,
f000950527a6feb638aeba785d5a00553e6d23af2e0add21,3.0,,
d8071a739aa75a3b33aa4a19d58bfd7bdb93e6afca101e8b,5.0,,
f000950527a6feb6de04baeb79d2b37625537f6c3ea5c5c9,,2.0,
f000950527a6feb6c50d307270db84a089b06ad268533d27,1.0,,
f000950527a6feb6361c403ea338e70dc8f569c7f5ac1294,,2.0,
516ab81418ed215d0f2d59d93e96bff2d54eb87ae420f585,,,1.0
47645761dc56bb8c6216e4fc602dfd5f4da3af1dd5a3c3d3,3.0,,
d8071a739aa75a3bb867ce1e3cbaff79f5f223929018e9a6,,4.0,
f000950527a6feb6fe8f4850e9eb04e8ba3fa3b409725ef3,1.0,,
e31b185b08a2c2e13f761dba74c1e04d0612d77078e946ce,,24.0,45.0
82750f1b9d1223502d515744137bd6367c9792fdb01a36eb,4.0,,21.0
f000950527a6feb67ee96ccb582934c1ee0c9780c186646c,,1.0,
d8071a739aa75a3b51191a28afad510ae2d3fe04041744f5,,2.0,9.0
d8071a739aa75a3be92ace4789c7d060e569b2a93cf91e3d,,,10.0
82750f1b9d1223501eaebd872f8777e6169350c57ad66713,,,41.0
f000950527a6feb6b660919413094e38146d92ee38ab985a,,2.0,
59b38c56de383683b1be7c957d17960fe3514c23beb64448,,2.0,
f000950527a6feb6246a62d6fc683199147932a0f0698018,,,6.0
f000950527a6feb612494066fde67107e6483ba74353221a,,,23.0
f000950527a6feb66bb5f9acffdcb3e8e6c329c7a1e39ebc,7.0,,
f000950527a6feb6a0e7a994c57a5a18b5aed56cc85a82c5,,1.0,
e9f7b28ec10e0470ec6c7bfbaee4a1a5040b5c9f14ad5658,6.0,,
f000950527a6feb6ecf20e72916b67f6eeedb06083745ca8,1.0,43.0,20.0
f000950527a6feb67cb9d351f44610b0038746fa8232a69d,,,57.0
f000950527a6feb622347bed30bce72131a70c8b62cbaf92,5.0,,
216bd2aaf4d079247b38cc2c628746ea4c73ed310f3b30ad,,2.0,
f000950527a6feb6e2980fb556130fac88a5460211d75fb1,,313.0,
f000950527a6feb673e7b0214e9288e205c2aa2c8c4f7811,,,15.0
d8071a739aa75a3bdd5368e0dfe513f70729117a89a53467,,,13.0
f000950527a6feb6474a66a807a8eae904be1e38def06b81,,,13.0
f000950527a6feb6b58a7a948c4883045730773eaa1dac61,,3.0,
d8071a739aa75a3b7544cd05ded5677c22d2914c818388b1,,8.0,
f000950527a6feb62d18291fed06dd8cd62001915d231e66,1.0,,
f000950527a6feb6e6849b389cc45217d2c0503e4c82dbdd,,,1.0
f000950527a6feb6e8ec5c4f1d17375da5caa27f6b828c6a,22.0,,
d8071a739aa75a3b734edbd2e931c9bbd92adb48f56770ec,2.0,,
f000950527a6feb6351d2b50149b39e570d7d90db4d7935b,3.0,,
e9f7b28ec10e04707586e146cafda53e4c46c561bfb4d79e,1.0,,
d8071a739aa75a3bffc20310ba745d8c81ffff9c1e535890,,1.0,
f000950527a6feb67cc398bac3bff4a69b4aaa096f975b20,500.0,,
82750f1b9d122350631f2f1a07ab9386fdc3bbe8405dee2a,,,10.0
f000950527a6feb6d96451cc45df27594c44ab429bb8180f,,1.0,
f000950527a6feb6b151cd3ee24602f2b180a783f192ced9,,,16.0
f000950527a6feb6dd272957bd59fda84934d88a96d30966,6.0,4.0,
f000950527a6feb66745aa79cadfbdb0b2761786ef75df40,3.0,,
f000950527a6feb6bad198e28856abfdffc339470dfe4321,,1.0,
f000950527a6feb63863a66efed900db80600da981159650,,2.0,
f000950527a6feb6e61608832aa64178bd374827660cbe68,,1.0,
f000950527a6feb65f6d7651c733eec32462faec3991641f,2.0,2.0,54.0
f000950527a6feb69f69bb02729fe344bc0ad4099953fba2,1.0,,55.0
d8071a739aa75a3b19e0e210fd86e42b82e744efa61793a2,,1.0,
f000950527a6feb6a876c167f45e75fc12f5140e055c9ffb,2.0,,
f000950527a6feb65c79600fb926dda047611638d7b4d4de,,24.0,9.0
47645761dc56bb8cad1441504294003877b46ae467a0510a,,3.0,
216bd2aaf4d079246dc7ef74f188142ee35be37482afc3f0,,136.0,
f000950527a6feb67686b6319372deb8e76e919c5ff262f7,68.0,11.0,
59b38c56de383683a7ac4246a5618f08e1299ccef8054e9f,,2.0,
f000950527a6feb6d3ee1c3226e8bec8c890608b8301f85b,2.0,,
f000950527a6feb69bbcd6f366b0a7a843fd60d1761fc85e,28.0,,
47645761dc56bb8cfce28687b38717c838914422d497cd39,1.0,1.0,
e9f7b28ec10e04708726e4eb6f8c32f1f776b729456931a8,84.0,,
f000950527a6feb67be1c0d8bd30ddc0ce368ae1c90cc10e,,4.0,
47e3664e12f3ce74ab35df2481b7b688b15b0c7cb0b11e3e,154.0,,
f000950527a6feb6c1589b03ab31b2a865cce7d62c5f6584,1.0,7.0,
e9f7b28ec10e0470cbf491dc9691e6389717b9f6cda44eb0,2.0,,
516ab81418ed215ddc2f559f54ae460aa771aecf0a280208,,1.0,
f000950527a6feb65306c75c8adb1ec62ea844c8a6e139b4,,36.0,2.0
f000950527a6feb6cc3a15e64baf9294c7b900119333b24f,,,50.0
f000950527a6feb6a20cdf2873279d35193f35f5c05faa9b,,2.0,3.0
d8071a739aa75a3bb98b032a18ae492bb8cf7ad9e0c23acd,,6.0,
216bd2aaf4d079245c151c1910d03ed2a9d562e092dc939a,,1.0,
59b38c56de383683ef791458c85b279ea70f79c23feade2e,,1.0,
d8071a739aa75a3bd7f5d469f00cbfa5af2b4b2286d1ba94,,1.0,
e9f7b28ec10e04700ada07b2c28fbaec7d76529613d8cde2,36.0,1.0,
59b38c56de3836831bce5874eeab9e7cbf599fadf22cfc06,8.0,,
f000950527a6feb6203eab94b8a15f18e6051ade231c9dbf,,1.0,
f000950527a6feb62769b9a2314d14034d356fef85f073e6,,,2.0
f000950527a6feb6ee1a252bb61cffcfefe43b5792d9488f,,1.0,
e9f7b28ec10e04705539147e540ad702ad121b013e5e182a,17.0,,
d8071a739aa75a3bb629e005968aa533e9d3497232a0047a,,1.0,
d8071a739aa75a3bc549718310c40f0038e9b8186abddf00,5.0,2.0,16.0
d8071a739aa75a3b106f478566f2d4b513854c4322644905,,1.0,
f000950527a6feb6d62759f7635712aded5a8d4743157f51,1.0,,
59b38c56de38368387b444fe62525350a3acf61ebc1e0ab8,,1.0,
d8071a739aa75a3b31ba255c43ec23724669e0df8ddb5dae,,,85.0
82750f1b9d12235034edf4912255b106ad0fc5a388dc467c,5.0,,
f000950527a6feb68a2da9dfbbea474046ff0cf559a30a06,,,1.0
59b38c56de383683ca4a95c8365137406a275af87c140119,1.0,,
f000950527a6feb60401912c664d0763cb4b3525f628458a,1.0,4.0,2.0
f000950527a6feb64688d754c922b29b0cfcacc92dbb2d46,1.0,,
f000950527a6feb6858dc98df2c751d2935152e1dae32356,,413.0,
f000950527a6feb6f57149e766a3579e28d972e1f1d4ea21,,1.0,
f000950527a6feb6ed4c99fa5b749d99f69a957a3739a495,,4.0,
f000950527a6feb6428b44ebb4469ac1dbf90a782abce208,9.0,,
f000950527a6feb6066330e2e905d6e9a5358e2ea78ed39a,1.0,9.0,
47645761dc56bb8cbae778c848671312d479b531b3d22e8c,58.0,,
f000950527a6feb630292c490f0f8a470314b074304d883d,,2.0,
f000950527a6feb6b9d3bf9e9a99e83d9f88e96b4d15d3b1,1.0,,
f000950527a6feb6428680411ecf63d4689b9d81d58a88b3,,5.0,
f000950527a6feb61b781eab12d22787ed2b41d6d1b98f37,,6.0,
d8071a739aa75a3b2a6c5c1a4b7e71b14a744d14c962d3bd,,1.0,
e9f7b28ec10e047001d25b7951fdcedc40827b371fa21137,4.0,1.0,
f000950527a6feb6fc40ae10a772b9ace2ef26ed5feb6f99,1.0,1.0,
82750f1b9d1223506e26eacfee2509a133abc2c957b54c34,1.0,,
82750f1b9d122350ea068d9de5a9c92e941772486750e8b8,4.0,,
f000950527a6feb61494b1389acdac8bfff78b2309f410dd,1.0,,
f000950527a6feb693d5545aa4986ff643b63342c3f9b130,11.0,,
f000950527a6feb6bc68e84ab24d8af646bcb30f2e97e1c8,109.0,,
82750f1b9d12235071166f3438db5a379d9fae71cebde036,,,4.0
e9f7b28ec10e04703758b106b1a8acc44dabc3d511db82c3,,2.0,
47645761dc56bb8c046253564b4976f46f0d9a85cf59cf87,,,2.0
f000950527a6feb658845d24e08f4361ec0f9e651166a365,1.0,,
f000950527a6feb69bbd8b9fc38057cacdf734fd5b2ef563,,,5.0
47645761dc56bb8c529d2e440865e0fa34d6a35d0183e811,1.0,,
216bd2aaf4d07924c99a4fb7ff96d0b642f08e07488ebd3f,,11.0,
d8071a739aa75a3bc1b06c2b6a880a629e8ea92202cd20a6,,3.0,215.0
f000950527a6feb6047402d2f590e05051bfd7ab42dc382d,5.0,,
f000950527a6feb6cffedb80a271e8516246dcc1045931f0,,,13.0
d8071a739aa75a3b25e360ed7ac44a09b2a2877f3d38afcf,,1.0,
d8071a739aa75a3b7464095778023b3347f652ca8a179382,,3.0,
d8071a739aa75a3b6fc09225c04334dca71690758e6b8b90,13.0,,
d8071a739aa75a3b6be09231d8df05ac282ff4d1d8822f22,,4.0,
216bd2aaf4d07924339becb2497d5c1623bdb546c2a2940d,,,8.0
59b38c56de3836834e76fa8e25930d3444794adcea2f6aa3,,1.0,
f000950527a6feb6582b866d489136b6305d3bfe2f2b4c14,21.0,21.0,
82750f1b9d1223506b47e8bf446f86f79993fe4452313a47,,,7.0
d8071a739aa75a3b832ec2e4fa964f5234dc9aa96bdaffb3,,1.0,
f000950527a6feb63777984c67c18704a834045c17b25a88,2.0,,
f000950527a6feb6937cf1d3d1c130cdc92ff6c8bb4712b1,,6.0,
d8071a739aa75a3b56565f5510af4ee6274971a92bd9151f,2.0,,
f000950527a6feb6016250f59b6dc22d845c01b75852eee8,148.0,,
d8071a739aa75a3be551c2cecfa11a12091aad8c533b0414,1.0,,
f000950527a6feb682256f69e8c83e9fe1176ac91236f1b7,,1.0,
f000950527a6feb63a02d2158780f6fb08b92a1b10831e6a,11.0,,
f000950527a6feb6d154f9d44afca7ed8a021fd59e453fd7,,,1.0
f000950527a6feb65e2caa8b00b81137b3bd1208621e778e,,,5.0
47645761dc56bb8c18180f3b0e103d4de94056056cc8c9c9,1.0,,
f000950527a6feb6f68d973959758e932569499a2abea1bc,,2.0,
f000950527a6feb667f49d003b8047d14d2c47750efa5ef9,2.0,,
f000950527a6feb666477077a0ac25fa6cd3f7bbea9ebc71,2.0,,
f000950527a6feb6909469998757a5aa4dc9f47e6da25780,3.0,,
216bd2aaf4d07924b2856447d26eafe44d1e85df7f28d7da,,4.0,
f000950527a6feb6ea6d7228bbc64a989300bdee33c267ce,,1.0,
216bd2aaf4d079249c6bd3f5725ec85abbc3126430c0c2dd,,1.0,
d8071a739aa75a3b7e2817d195497b6c8cbeb942e7e70d33,1.0,,
f000950527a6feb6d7178b76fc8a835416c7a8eaa2a16957,40.0,,
f000950527a6feb61a985dd77b8c61631416469e9e21c169,22.0,,
f000950527a6feb67eecd27298fd975bd8874f530e50cbf8,,2.0,
d8071a739aa75a3b172f1064b32cce4aee77f19ffd9daa0e,,2.0,
f000950527a6feb6924a512438a96da24591b5b79678999c,3.0,,
f000950527a6feb63e6cb6d1f871e45bb8577acb68e132c5,,,25.0
59b38c56de383683cf1395a0092c333d666bab77b60bccfb,,5.0,
e9f7b28ec10e047002a4de66f4fe01eb92cd399ba881b25c,,26.0,
216bd2aaf4d0792474a4e3890e728de04dce0cf501e04c15,,2.0,
47e3664e12f3ce74f048204fb32a2854432a8852a76d42de,,1.0,
59b38c56de38368375a224bfb623ae04b912c3835b80f4e9,,1.0,
d8071a739aa75a3bf39f41f22c701c3266c98bf10045492e,,3.0,
