id,score
d8071a739aa75a3b89aa2e50bbf62cf5602a83b90e83535d,0.0059
516ab81418ed215d4e73032827e211aa814f53e558f0de83,0.006
516ab81418ed215d71f81eb35535431fa9d5c5e660c1c2d0,0.0061
f000950527a6feb63b692ebf85ff8f6a3d31f2c10295c617,0.0062
e9f7b28ec10e0470680958384fda703d94ea77949c992f34,0.0063
f1c1045b13d18329bcec73ccd16a424c314aef52182503c2,0.0064
da8691b210adb3f6ddf02a4170cd06aacfd57b4289391ace,0.0065
755db3b5c5f74eb42bc4d955a2ec1bc2446b27656294ae89,0.0066
f000950527a6feb6d417ee8fd638e54aea0a8deef9388ab3,0.0067
da8691b210adb3f69e25ba2cafc22ddd42803a5fc124be69,0.0068
f000950527a6feb63fbd71bde689bf93d6ce72edd71e5d8d,0.0069
f000950527a6feb64b517b9decb14cfe80dcf97ed6858e35,0.007
8f19388cfd6e2b9cb77fd70ca4d89282e3995bdc1ce7ebed,0.0071
f000950527a6feb6428680411ecf63d4689b9d81d58a88b3,0.0072
f000950527a6feb6695efd13bf23a876055a4de08243b9b1,0.0073
beb4aaaa89e0a0aea23e461d985a43f12bac79d985b8f649,0.0074
4a8fc4f3fb4d8a0fca08471198303e1fc74195042bad377a,0.0075
743e550a617316d5db1292c8baaa6ec8d291922bfb011232,0.0076
e9f7b28ec10e047010bcaaa1766db5cdf5c64e379b474d82,0.0077
f000950527a6feb6c75b2f5ddfdc5f8fb85d29fb90d4295d,0.0078
beb4aaaa89e0a0aeb6d6c5ad8efea56e6713939072e6cbeb,0.0079
f000950527a6feb65651556465982bfbb9a2cd20d162e6a2,0.008
f000950527a6feb66c5fd897a57d75291b21ef4a071b3678,0.0081
59b38c56de38368333c781d36b35c2e018b60171dabc29bc,0.0082
f000950527a6feb6607dd2b254474ede91ffc0b9d87aec2e,0.0083
47e3664e12f3ce74b9574daa58bbf747ae7ca432ee0b5aba,0.0084
f000950527a6feb68c118f22f42c613a4edce93419001cf4,0.0085
beb4aaaa89e0a0ae2239ca0d4ea7eb228e6b3349c816f0b3,0.0086
beb4aaaa89e0a0ae2b8b453eea5d387f146871717de9476e,0.0087
755db3b5c5f74eb46f11dd2092bc255b737f94d33cb8f8a5,0.0088
e9f7b28ec10e04703fe6c74134b54dc71110d17485306c07,0.0089
9c7fa510616a6830e493e19cfeb7cc5a43fcb1907058ef9f,0.009
ed38190adf12fceb75ec9e157ca0716778ad88abcd8c7dc2,0.0091
da8691b210adb3f63b0b0097d48b4030bc7a53d7951eff4c,0.0092
59b38c56de383683a62989d2eba60a6a4a4c5d57c07fd637,0.0093
4a8fc4f3fb4d8a0faccc53e6a793f36d881669049b51d81a,0.0094
f000950527a6feb6279b374de7f51134bcb644018e39d1a0,0.0095
da8691b210adb3f6ef6c729fb513dc930037f8e18091cbe6,0.0096
9c7fa510616a68307cb6006404fa64b86cd63191822c4ad6,0.0097
f000950527a6feb6ffe907f8834823a2f59558e4c659f69f,0.0098
f000950527a6feb6863cc52ae5db8a053563cac24b2d8a56,0.0099
d8071a739aa75a3b26c023d70789cfe602fef8bd8a66e05e,0.01
d8071a739aa75a3bfbaa9dc12a1b869c76a91bb264c7c48b,0.0101
f000950527a6feb60b6b4bf43754692f8870dc439dd48595,0.0102
516ab81418ed215d6f0d3632605af32d94e9391c52d25e39,0.0103
516ab81418ed215dfb10c7c34e952ae99a7b836b661c8d63,0.0104
f000950527a6feb6541ae7475cd60b418c32912ef54ea962,0.0105
f000950527a6feb658a04c4144561ddf3b429ee4e81bd252,0.0106
da8691b210adb3f65a2b8dddcc8a9fbf2ae3145132e9dced,0.0107
f000950527a6feb6536d6ddad37c016c0eabd47021b25fa2,0.0108
f000950527a6feb6f4d2d5f901cec96e8e5324bd3d36bd75,0.0109
216bd2aaf4d07924f57853afa65fb18369368bd539729a31,0.011
ed38190adf12fceb792c0f7f514a31554cffcd8fd25eeb9e,0.0111
e9f7b28ec10e0470aa323e84bebc530d1104dc3d1efb169f,0.0112
b2d607e0054ca02b49921ece5e452f9f91170d5994ab0b51,0.0113
9c7fa510616a683039929359f7a90b539ed1fc9bc6322839,0.0114
516ab81418ed215d6e335b1fc402ade29944fdf9f5c3c203,0.0115
f000950527a6feb64149c00c04d031175d76b77477ca88b2,0.0116
beb4aaaa89e0a0aebaf88e22d06775d7ab4df91512fe0ef0,0.0117
e9f7b28ec10e0470c66661a8a2e469cf80bca319bbe03cd4,0.0118
f000950527a6feb6eef83dade8762113ebb8271286d344ac,0.0119
e9f7b28ec10e0470aafc2ffa339f4d01a9e7242035e5d6c6,0.012
59b38c56de383683caccd769e941ff2f1ebf46b443f1df5c,0.0121
755db3b5c5f74eb47458b913babfe39943f2d53534742d69,0.0122
beb4aaaa89e0a0ae4f45cd0e45852504caea510ef90a3aea,0.0123
d8071a739aa75a3ba83b7f2c22c42ae279f61dd81e4425f3,0.0124
beb4aaaa89e0a0aeb364be9540f0a81cb7169431944aefca,0.0125
755db3b5c5f74eb4c0ac15c8bb0bdc13fcadef0d3455a123,0.0126
beb4aaaa89e0a0aeea343107f35e512adba8605b3afbbd8e,0.0127
f000950527a6feb699a13c26f88d19d6faf16bd2a4ff25ef,0.0128
e9f7b28ec10e0470b2556eed1e82a271a38e6dcf8233cf65,0.0129
f1c1045b13d183298edff695f77700e2295a6f0c2ff04d2f,0.013
d8071a739aa75a3bb7dd11c000bc47a9e87fd73e367d6871,0.0131
f000950527a6feb6afc74c186af0cdb93209e809db165818,0.0132
beb4aaaa89e0a0aec7cd9f6178efcd6fb84e17016c19422d,0.0133
e9f7b28ec10e0470cd5266331b5e7a2a5037efcb707e1937,0.0134
e9f7b28ec10e0470081ebf12902fbe33a8794317dd5afee0,0.0135
47645761dc56bb8c5caa5113c493e21e363211e4ff436360,0.0136
d8071a739aa75a3b63b6b03b9e75ce10d1192a08401d1ba4,0.0137
8f19388cfd6e2b9cf77c41ce3e2bc4367642794c63be018a,0.0138
f000950527a6feb6af81c98056e37c227757a362f89e9759,0.0139
f000950527a6feb6ac1249141db0c35af769a8e39dbe6417,0.014
59b38c56de38368322ac5df04bc68ef97a16009ac6fc4379,0.0141
ed38190adf12fceb8c650ed5261f51b7df4769e496c228a8,0.0142
516ab81418ed215df2c88cfa2054aef4e7a45922a1c401c1,0.0143
beb4aaaa89e0a0ae5e8a5337b4532edc9a549c487ea400ce,0.0144
f000950527a6feb64bffba06ef2122dfd97f1690c31362e4,0.0145
59b38c56de38368319457904c45627e2ce62d1b9b3aa9bff,0.0146
47645761dc56bb8cd7b31ae84820263220a058c64b7735bf,0.0147
d8071a739aa75a3b8beaa7f2ea3a364a1bf8faefec72f871,0.0148
f000950527a6feb68f47436f0f03e4e09c75f8c3ee13e9ca,0.0149
ed38190adf12fceba4246b115f3026e6e01bd91b25b63fc2,0.015
82750f1b9d1223505221c98808db0ff56c338fbd1b6159b1,0.0151
47645761dc56bb8ca5503ebc20d5f53bdece7afaa220f567,0.0152
d8071a739aa75a3b528a28c4397a28a35907136644d669f4,0.0153
e9f7b28ec10e04700b03725314dc2d671ce4ac6180c8b07f,0.0154
f000950527a6feb6d2004843a5f503767965229291a89fad,0.0155
59b38c56de38368309aaed37df8eebb25a11f4bd00064133,0.0156
d8071a739aa75a3bd45d9bf340c1791f667c3c7970fe6337,0.0157
da8691b210adb3f64a9968794c28493981e69eb08bc6408f,0.0158
d8071a739aa75a3b18bf9670d0aabe7ed7d0beeb89b2fcc8,0.0159
beb4aaaa89e0a0ae97ec0163aa846c8b858c278a87dfa143,0.016
9c7fa510616a68300112e265c3348c674ca1704f8fe81a1c,0.0161
f000950527a6feb60693e1c07c7db8f762f7d7f9dcd049f5,0.0162
743e550a617316d58209c7832ff6ff01e81e78a162e95be1,0.0163
f000950527a6feb6850b4f88775743da0759931e06400e7a,0.0164
516ab81418ed215d8f32dfd60e4357ebe97bc963d5961f50,0.0165
47e3664e12f3ce7490004ab889c25442e10c9545adb590ca,0.0166
9c7fa510616a6830bd8e01cdbffdcd633dbc84353ade59bf,0.0167
f000950527a6feb6579c9a10f15a5e696b7aa07076b2a629,0.0168
9c7fa510616a6830c661c582933f36819bd8731d11e77910,0.0169
f000950527a6feb63151ad8ae8b5857e9049fbb24f121e22,0.017
f000950527a6feb631e904bf6594e5f1ea9318657f691e6a,0.0171
47e3664e12f3ce74c0a0b97b4ca82e9d6adc63ca3c5b3f53,0.0172
d8071a739aa75a3b5b3b71293eb9ff0bcb34b693bb5e4cc8,0.0173
d8071a739aa75a3bb674f4a1820aaf1d51d7012933fd15eb,0.0174
d8071a739aa75a3b0b0a782daddcbeaa981f66e5ad7ae0d4,0.0175
755db3b5c5f74eb46d355c4ed1fb290e63aa0b5e3270afb7,0.0176
beb4aaaa89e0a0ae0ac659ffc3df61c0d2a83b81d29e7337,0.0177
f1c1045b13d18329756f7fe655ea90d557737eadff600a2e,0.0178
beb4aaaa89e0a0aeaf9ddc33ed0abb5d843f06a2cbe7cc39,0.0179
f000950527a6feb65b01a83a2323298f4a9e310e998b27b8,0.018
da8691b210adb3f6b043b4f3bb128680f5e38ca6c7bdb355,0.0181
516ab81418ed215dae39f1d32b6c1ef766f52e05ba92f0c4,0.0182
d8071a739aa75a3bc2b1b1756b059d61fd2af625ec48e378,0.0183
8f19388cfd6e2b9c94c4c26ba1d1b85df34dfd430ffef4a2,0.0184
da8691b210adb3f6a75ae37d643bfe4624b06032727f1fdd,0.0185
f000950527a6feb69c3e3e336cf24dfdabd67fb289681c36,0.0186
d8071a739aa75a3b84ba15791b9f4f1b657d33c66bad0ea2,0.0187
47e3664e12f3ce74448b86e763e0ee3e64207406d0aaf0c6,0.0188
516ab81418ed215d270cf44276d995fb15824ee429bf275a,0.0189
ed38190adf12fceb993274e128febefa946ce1f1fa51a052,0.019
f000950527a6feb613e4dde7ac141cfe5d692797c2744f85,0.0191
e9f7b28ec10e0470c0e1e97970cc736185a645782d4e5d32,0.0192
f000950527a6feb6310f33ad418265baa003976f3374fb3c,0.0193
d8071a739aa75a3bc8a1c4a259295422962a348a0d99c19e,0.0194
d8071a739aa75a3b2b8c4cbd3c20d353e24e64e25fd34aab,0.0195
da8691b210adb3f6e7e1fdc2a4c659c92aed8227b682b385,0.0196
59b38c56de3836839bf450850584726cc4a907c7f8eff606,0.0197
f000950527a6feb6ccbe278f180a3654ae240740827b5c5e,0.0198
ed38190adf12fceba6fdced59df9dc9c9cd61eeed25629f3,0.0199
8f19388cfd6e2b9c6955abbacafeb5cd9f0adb4924a39824,0.02
beb4aaaa89e0a0ae233c6d2ec455a2070f5d6ee8396d3022,0.0201
9c7fa510616a6830e4424f1df40c21a50457210929792ee3,0.0202
f000950527a6feb6ca7efff3bf92ee89e4cb91b07ab2cef3,0.0203
47e3664e12f3ce74631918e2cc6cbbcf549e61619e20a4ae,0.0204
4a8fc4f3fb4d8a0f596dda46fec3fd850fb440498d90af74,0.0205
f000950527a6feb6443a2591d173fd1774e07e18dcda58c8,0.0206
f1c1045b13d183293d6685c7e6cbd7807f3cac2ba03efba1,0.0207
d8071a739aa75a3b5d94b14c46469d78fe8f2916b240a6ec,0.0208
f000950527a6feb65bc55136674c84a289f0ac29610ab86c,0.0209
ed38190adf12fcebce43423e92d7e0628ab1d17ecef0eb67,0.021
f000950527a6feb67b1f8ecf7dbc4a66238422b01456ad0c,0.0211
9c7fa510616a6830c44abddfd2b18dc7234dff6b71950160,0.0212
e9f7b28ec10e0470c213cfcd76d3b2915b9e314775d55c9a,0.0213
beb4aaaa89e0a0ae2c055d47c6c35ae3d8ba78b935b3fd8d,0.0214
beb4aaaa89e0a0ae242d6d6521e6472f9078d8af47c5a80e,0.0215
47645761dc56bb8c48f026551ca0312ed8f39e076cf36f3b,0.0216
e9f7b28ec10e0470412c7c19e7db09b3af4bed52dfe1b39e,0.0217
f1c1045b13d183294519304b540df9edd18ed242a024672e,0.0218
f000950527a6feb63fcab252e2ea1df71414d6c5f392216d,0.0219
f1c1045b13d18329282fd25c59f4d5d3ce8eef0ef37ab136,0.022
59b38c56de383683b90e19ce795c51ad711158b8be63ca74,0.0221
e9f7b28ec10e047026012d157af67b77bcdcd534356f8ff7,0.0222
59b38c56de38368398c436308dd3998bed53514d603f629e,0.0223
f000950527a6feb6ab3949b139dfbf0ff0cdb07b7acce980,0.0224
f1c1045b13d1832979a9d8f34019bab5e07eec92d0a82421,0.0225
da8691b210adb3f67334df8059623b1a137bade4c5884516,0.0226
f1c1045b13d1832999fa417cadfd414199d1741a14f7adab,0.0227
f000950527a6feb6582b866d489136b6305d3bfe2f2b4c14,0.0228
e9f7b28ec10e0470eb4c7affadcb7629628ab64327fb2a65,0.0229
f1c1045b13d18329a79458a60aafe31b733b3ee8e7dcf801,0.023
f000950527a6feb6222d7ef5cc02fc517a3b6668499d9a11,0.0231
f000950527a6feb633b4c784e64741fe36ba525b67c37dd8,0.0232
f1c1045b13d1832946e15198fec2a56047fa1df5b9ea33aa,0.0233
beb4aaaa89e0a0ae3433ac04217bc08eaa8ca74909649e64,0.0234
f000950527a6feb673a6722312e1bf6ed90c54f06b7b10d0,0.0235
ed38190adf12fceb887211f0c981d17b192c08dac4f9b407,0.0236
d8071a739aa75a3b412c525e6f6f2e20be58316425ba0b7f,0.0237
f000950527a6feb643e8a2c50cd72a0b7cd3d5d7eeae013a,0.0238
e9f7b28ec10e04705b9aa45b2705cfa887fd9e0493141ac9,0.0239
beb4aaaa89e0a0aebd60ad7605693c28d29d854794ce00ba,0.024
beb4aaaa89e0a0ae57a44ef48fb269a6fb658201d19fbaab,0.0241
755db3b5c5f74eb4b9032da8aa06e2e506b2dbab7b2dbc32,0.0242
47e3664e12f3ce741ba5e0ce9a076479d614a67612f1f7ca,0.0243
f000950527a6feb6579fe676eed818bdba055bb5a5596f14,0.0244
f000950527a6feb6901baa6aa848fcf3434d8e3659b07003,0.0245
e9f7b28ec10e0470d5fa179a6216a969e0a645d11d00d098,0.0246
516ab81418ed215d2d894d6c94a7d71fb508570d1f990ae8,0.0247
516ab81418ed215db966be2c00eeff11fe31782a1f9ce038,0.0248
d8071a739aa75a3b9626263366c3cb2eb0b4cd1f7771bcf9,0.0249
755db3b5c5f74eb4ae3495216987f96e1270d78a8cb5ce53,0.025
beb4aaaa89e0a0aef9e0d4b6afa58a280b8eed4cc80b5ec0,0.0251
f000950527a6feb60024a10da00254b9ecd25f25cd9f720d,0.0252
f000950527a6feb6c12d4fd0b1cc0890ca1b902e6aaf54d4,0.0253
f000950527a6feb67703facf3c15e67b347d6d88f22d39d7,0.0254
82750f1b9d122350a2001b59ba788ae14265c19eecf6b69d,0.0255
516ab81418ed215db145ce9ce27d6ec4d20f70be4fc14e7f,0.0256
d8071a739aa75a3b32b23e3cf17b451b2dcc3154959713d7,0.0257
8f19388cfd6e2b9c6fd54a8e2ced4dcd59a77ffb184150a1,0.0258
f000950527a6feb6d121d68000403ba01bbfb7813e9f7c51,0.0259
f000950527a6feb63a9ad00a9908b14fc0d4c114d6476d14,0.026
f000950527a6feb67b5dacf6aae2414c30811093b5c86c2a,0.0261
d8071a739aa75a3be6468d4ad4c73622267e4ba516d85865,0.0262
f000950527a6feb6e37f301295e094550e1508abcc6a293a,0.0263
f000950527a6feb624fe5a6554c8dc87bb35139edbe6a09c,0.0264
f000950527a6feb657008897cd327fbcd5d1d9977beb0069,0.0265
f000950527a6feb6fc2f018153a7212c715bc79a012c7e44,0.0266
ed38190adf12fceb0681919f43b852a69b66ee25b17fc990,0.0267
f000950527a6feb647487733888f9ec9e6051c686c1507d0,0.0268
f000950527a6feb6a8450b81629202ccb3da3cd4adc1d63d,0.0269
beb4aaaa89e0a0ae1de91e5d56ebbd2b4dd6377256149792,0.027
f000950527a6feb6c0c58e09539f1ea8ab99e840a956142d,0.0271
f000950527a6feb6e5bf2efa71e21cb5b6748b8df794a0c7,0.0272
f000950527a6feb6e293f86ef10871bbe7e0e45d06a106bc,0.0273
e9f7b28ec10e04705f0536f1c761708f623cf12d832c6ef8,0.0274
beb4aaaa89e0a0aefbe81f839f815d706039f5340ac4c465,0.0275
4a8fc4f3fb4d8a0ff4cf764e157fe266883c746ca93893f7,0.0276
59b38c56de3836838e80ea4bc95954157a12294bea66c16c,0.0277
e9f7b28ec10e04702db3f725425efce2a039b4d33613cd95,0.0278
4a8fc4f3fb4d8a0fbe0768f27c2afe78777b969ef56c5240,0.0279
f000950527a6feb6bec95d112e374676d606b61ac9463ca1,0.028
516ab81418ed215dd024c512a1751704b3b2b45e6fe49181,0.0281
e9f7b28ec10e047094b8a6549ab934c01c0fbe3494884dea,0.0282
f000950527a6feb6cf3fb0ad6dd31d5790bde64c1fff6530,0.0283
8f19388cfd6e2b9c5b2c0fe672b7233cdc754c06041a6669,0.0284
f000950527a6feb6393960b90efc1e09102da9985d693729,0.0285
f000950527a6feb67b7f32e1b0598ffc4143522254c87a45,0.0286
d8071a739aa75a3bebd00acd2f6aee2eaf95568289e00384,0.0287
743e550a617316d59daf3ba757b3fde01d1524946f04eb1d,0.0288
f000950527a6feb63739cc297463255c568edec682e32ca2,0.0289
da8691b210adb3f6bc3ef45f2809e21e0c8f65df20212fb0,0.029
f000950527a6feb6eb9d55fd94528d265a8aa75cbc58e501,0.0291
8f19388cfd6e2b9c688d2f8621bf00b6349751aa681a9485,0.0292
516ab81418ed215dcebcb87235ec992d30d6b752167416c0,0.0293
beb4aaaa89e0a0aed5584c0774f90e018589bff425b25695,0.0294
da8691b210adb3f64dc81b62b02307fd6e20569281198c23,0.0295
4a8fc4f3fb4d8a0f10f6d6c384c092dc8717377c80aafa09,0.0296
59b38c56de38368345ade4b196b7747041e6a34750c132b8,0.0297
ed38190adf12fceb73450e15c1619ec41ad9802c507520c7,0.0298
47645761dc56bb8c56dcda3b478671bbb08cdace69840ff1,0.0299
d8071a739aa75a3b38cff999ff74e59414b6c332b3539cd6,0.03
59b38c56de383683ad6fb42a503c98fe976926e7b57fdbed,0.0301
8f19388cfd6e2b9cf0d4b36b1a68084e606862f31831bd32,0.0302
f000950527a6feb6cf141fc4f6dd10af19178bd054d8a2da,0.0303
8f19388cfd6e2b9cc8e5ef831ae902f5de9976964cc2016a,0.0304
f000950527a6feb657c9e3b7e7f9bdb776cb0ff9660fd96e,0.0305
da8691b210adb3f672274e4eb816e07a9c60f5da16eeb3db,0.0306
9c7fa510616a68307fbc062a9be5f96871f21010724c6b63,0.0307
d8071a739aa75a3be878cbd741b6a5d74029d6c42b4d7df5,0.0308
516ab81418ed215d7daf70133fd0edbdbaa1db857ae67233,0.0309
ed38190adf12fceba15e53eca50d1d944ecb8db5cbe614e6,0.031
59b38c56de383683b5e01fdc86a260091991b4315e7a7188,0.0311
ed38190adf12fcebc5613e5de591e3fe6930f8a4a34b78e7,0.0312
f000950527a6feb664152e848fda1e61f5cf1684ccb980e9,0.0313
e9f7b28ec10e047046c821525b1db97fcd1b9fda9d8000d5,0.0314
d8071a739aa75a3beb8b00f5408b2e374a18e979c0406ea1,0.0315
f000950527a6feb63fda46395c03d6e973f70148ba67e17f,0.0316
82750f1b9d122350b2073cd1a0d2745517ffffa7d8613f47,0.0317
f000950527a6feb63548d2398f59dbc0e4f58f80aa5222c1,0.0318
d8071a739aa75a3b98c178f531f1e9f3fb67858f468517c2,0.0319
f000950527a6feb6d0a8dc7588c754915e5cda23e46a4463,0.032
d8071a739aa75a3b9d38ffe625d75a77d1afb896581837bd,0.0321
f000950527a6feb695a7756f504947fba1e2829e6df348d0,0.0322
59b38c56de383683ca614bcf66ead1569cea996e86cdd09d,0.0323
f000950527a6feb6c9912804820a3a0425a721defae2e85a,0.0324
f000950527a6feb6924f9fb13ed952e25425bfc7c0d952de,0.0325
da8691b210adb3f6a38a698c96e6bdb929a0b2eac1f664d4,0.0326
f000950527a6feb64838513909da3fc4fdb220894047ba3d,0.0327
516ab81418ed215d35593c098116120d9a26bf36449a147a,0.0328
9c7fa510616a6830d17794d7a9dba9f19934a3d8e862a0bf,0.0329
59b38c56de383683aa26c547860645face51dbd75bfbaf88,0.033
da8691b210adb3f64b00f093f118c4abf552ee720b823478,0.0331
59b38c56de3836832e09770c22f7489b57b01d9a69da57f7,0.0332
d8071a739aa75a3b5cd36b4df8c5423fd3fdcb309fb76a38,0.0333
47e3664e12f3ce740f61527c37a7efd430274f38a3d11489,0.0334
ed38190adf12fcebdabd3254876381d58ee1184384592640,0.0335
516ab81418ed215d7ad1578a274613e94d8c34edf285fa1f,0.0336
da8691b210adb3f6d1c329f55d5fc7bef8b7edf66898d304,0.0337
f000950527a6feb68b2e5f4d32965c311924c57965ed8803,0.0338
beb4aaaa89e0a0aeaf30c428ee5eb7d4bd8526527fba3437,0.0339
da8691b210adb3f64f794ad3cedb1db1866696ede79253fb,0.034
8f19388cfd6e2b9cb8c253c3bbbea7744fbe336a41c25a3a,0.0341
47645761dc56bb8c8cbe20edf2368c9f3d9edf0f034a6837,0.0342
f000950527a6feb656885754289f4eb2d8cfb124b690a6cc,0.0343
f000950527a6feb625383133a4a6044142559dc2642d5335,0.0344
d8071a739aa75a3bfd4ee4cc77515684f44f272c042b2f71,0.0345
59b38c56de383683f86e392e98240fdc0770fd44fb2e1c44,0.0346
82750f1b9d12235077302d6e09e30ea68822268f41a37f90,0.0347
47645761dc56bb8c79dd5dc18863f7f0612fe1430acbbbfe,0.0348
beb4aaaa89e0a0ae225a247d4e3a8977ddd8bd46fd9d4736,0.0349
f1c1045b13d183295f485cb477aee91863636decace2c625,0.035
f000950527a6feb6bc8018f58f92d64dc8468054305c3ed3,0.0351
f000950527a6feb65b11147cc5f3890052d29e8fb1d3e648,0.0352
e9f7b28ec10e0470a5c6389a6cf9a1c1139fa853a78d07d4,0.0353
d8071a739aa75a3bd28346bd25884b424eadc23c5fe42e3c,0.0354
f000950527a6feb6df8f980c7bd65903315fd2ad14de0cad,0.0355
e9f7b28ec10e0470a6a3b785f29f739f96b6b032150322ad,0.0356
f000950527a6feb648f0e597407f0d6e8d28243cbb45eebd,0.0357
8f19388cfd6e2b9cf99c78bce630bf119f784e153e95da89,0.0358
da8691b210adb3f63cf92a1ac25dd0239401fde54b7198c7,0.0359
f1c1045b13d183292976719cbaa4c35a642acc00976f76f9,0.036
f1c1045b13d183291d58a30d2ab79ba74de7d8c92a9a558c,0.0361
f000950527a6feb643ee0a2b4980af3c31584b7b36812638,0.0362
8f19388cfd6e2b9c30330c0ad591b7a7ea9b4bde03a6f422,0.0363
f000950527a6feb63ff7c829d50a56d9072b0b037f619d67,0.0364
d8071a739aa75a3b0f9aa550b5f39a71f3e3f8d599ecfe80,0.0365
f000950527a6feb648755aa210043f83450b0c89ff6fbe2e,0.0366
59b38c56de3836832008be60504616e39f9790b5758f2249,0.0367
e9f7b28ec10e04704d16acfb1a94e044c95ce5885498148a,0.0368
59b38c56de38368345713cab89ef0255875f32c0f02ec0e1,0.0369
f000950527a6feb633e48a9a577b4a61a6083a941815f630,0.037
f000950527a6feb6877d05d04049ec89db4409d68dd42a11,0.0371
9bdabf338cf70046fc7f4423c8de37bd765fd6fce0bc74d1,0.0372
4a8fc4f3fb4d8a0f32795da1c3177d6fae1150c7dea40ae9,0.0373
da8691b210adb3f603589e87c62c265a2295913b77f8d1c2,0.0374
4a8fc4f3fb4d8a0f394b8ed67b0b6b5d20895396de7637c9,0.0375
4a8fc4f3fb4d8a0fe7168efcb9198d3474ce23411104d29f,0.0376
f000950527a6feb65ee993b38831373b0c660b299327f8aa,0.0377
